13 11 1
0 5 1
13 11 19
10 1 28
9 11 1
3 15 20
4 8 25
6 9 13
9 10 24
10 13 24
7 19 15
9 19 12
19 4 13
10 6 26
9 15 7
1 11 15
13 7 3
7 13 24
19 2 5
4 4 20
19 3 29
13 12 20
5 4 4
19 14 20
15 15 8
13 9 21
7 2 8
2 9 1
5 0 15
11 17 30
3 16 13
1 2 26
3 19 22
8 18 28
0 5 3
7 19 22
9 6 14
6 8 25
16 6 8
12 17 15
1 0 1
6 14 25
3 17 24
4 17 3
11 17 30
5 16 9
9 5 6
2 11 6
9 19 12
16 12 12
0 5 24
12 11 10
7 6 19
12 10 17
4 13 14
6 19 11
14 8 26
1 2 30
17 3 29
10 19 23
13 11 19
17 4 12
6 3 29
5 15 21
1 12 17
14 18 26
16 12 16
12 6 30
11 3 4
1 5 3
16 19 5
4 16 1
7 14 24
17 19 21
10 12 3
16 19 21
13 15 16
18 7 22
17 10 7
0 4 12
3 0 3
9 16 11
19 3 16
4 13 27
4 3 2
9 11 21
19 4 26
6 2 6
19 11 18
7 4 2
1 19 2
13 8 28
14 19 24
1 3 9
7 19 4
18 8 25
0 0 29
6 18 23
3 18 6
10 5 20
2 6 29
5 12 29
13 6 28
8 7 3
16 6 13
19 17 21
13 17 3
3 15 12
7 18 30
14 1 17
14 3 16
4 8 28
3 13 26
0 1 25
5 17 21
17 8 30
9 13 20
14 16 15
5 15 6
6 10 17
12 16 20
9 12 30
6 15 16
13 8 7
7 13 27
0 2 17
9 3 11
8 17 27
15 2 5
0 0 17
18 5 15
19 14 27
8 13 23
3 6 13
12 14 8
10 14 20
16 15 15
16 4 13
5 11 7
1 3 28
7 1 23
1 0 29
19 0 22
13 4 19
15 8 13
2 10 17
3 6 22
0 15 18
14 12 11
10 13 14
19 0 5
13 13 25
2 4 6
3 18 22
11 13 12
5 8 2
13 3 30
17 15 25
4 9 27
7 12 2
0 11 4
7 17 17
13 19 22
0 14 2
11 18 7
14 3 15
7 17 21
7 14 16
13 10 28
12 9 10
3 10 3
7 9 30
15 2 21
8 3 6
19 6 16
16 13 11
12 0 8
4 7 4
0 1 17
17 5 18
18 8 30
10 7 19
0 3 2
0 3 27
7 3 3
12 11 16
13 3 29
2 8 26
18 0 9
16 9 4
3 7 5
13 17 22
3 9 27
4 2 11
12 9 26
7 14 27
14 19 12
2 13 2
18 11 4
18 19 23
4 15 22
10 0 12
3 3 21
0 0 3
12 12 15
7 19 19
5 14 18
18 16 11
0 6 25
13 17 6
8 1 11
9 3 1
12 6 25
7 10 19
11 9 19
1 6 5
18 5 21
1 5 10
7 10 17
12 18 30
5 0 23
17 12 9
1 17 8
9 17 20
18 8 20
18 10 16
12 0 13
14 13 28
3 0 11
1 5 29
0 10 21
14 7 6
3 1 25
2 10 22
3 0 11
14 18 23
12 10 23
14 5 29
14 0 19
4 2 6
4 2 8
5 17 26
2 12 29
16 6 1
0 9 22
12 16 10
14 8 23
8 2 28
8 16 18
17 0 10
14 5 25
2 2 24
9 16 16
17 4 14
19 4 15
10 16 1
12 2 9
4 3 22
1 11 20
10 0 1
2 15 28
16 9 2
19 18 18
6 15 2
11 14 29
5 17 17
16 9 12
14 13 27
7 6 30
17 16 11
19 10 18
6 6 29
7 17 17
16 15 24
17 6 20
7 12 27
14 0 8
15 14 1
11 2 9
10 11 6
2 10 28
1 16 5
9 15 24
15 11 12
0 0 18
0 8 12
16 14 2
14 9 19
16 12 23
5 2 4
2 17 14
9 10 12
15 0 7
19 7 30
2 8 30
19 8 20
13 16 24
6 10 15
14 19 27
16 4 22
9 18 1
4 19 11
15 15 21
1 6 1
2 8 19
4 19 19
13 4 5
9 11 8
5 17 27
2 14 3
5 15 1
5 12 10
7 7 27
18 1 23
0 3 23
18 7 15
16 13 9
10 14 30
7 19 28
15 1 24
7 18 21
9 15 3
11 3 3
7 13 4
2 13 19
16 11 27
10 19 22
9 1 6
10 9 15
9 16 9
2 4 7
15 13 25
7 4 28
11 4 21
4 18 4
13 14 17
1 5 26
14 6 27
9 16 28
15 6 25
3 0 11
2 15 24
8 15 21
5 6 27
7 3 5
10 8 21
8 1 16
13 15 12
11 4 1
11 11 9
15 7 29
15 1 7
0 9 12
2 14 30
0 1 5
4 3 23
15 11 4
2 16 21
16 19 27
18 10 29
6 17 26
14 4 17
10 5 26
13 19 12
15 0 25
19 16 8
4 3 21
9 6 7
10 14 6
18 12 9
6 18 16
13 4 1
1 7 8
18 0 19
9 7 9
13 19 18
12 15 21
2 4 19
0 6 23
6 5 17
6 3 25
11 17 22
13 10 29
12 9 11
11 10 29
1 16 18
8 8 23
11 3 9
19 3 6
14 1 23
12 7 28
9 11 25
10 4 28
18 17 17
18 0 9
6 1 15
5 2 26
19 13 9
18 4 14
15 10 26
9 3 5
6 12 6
13 2 21
10 0 10
8 10 30
16 17 13
1 14 15
18 14 10
18 4 25
1 19 27
18 0 20
3 6 4
18 19 16
10 1 8
11 9 29
12 6 8
15 19 14
19 9 18
9 7 4
15 0 15
11 19 5
11 14 24
6 4 13
12 7 7
1 18 6
1 11 4
10 6 15
14 17 26
3 18 23
17 13 26
13 17 15
18 0 1
1 6 5
15 18 24
11 12 23
9 5 6
4 16 24
11 2 1
6 5 22
9 14 5
16 8 22
10 18 2
2 19 9
18 6 19
2 10 3
4 19 19
1 15 27
4 6 19
16 13 26
7 14 23
4 10 23
17 12 1
11 6 2
19 4 30
9 6 10
4 2 21
12 3 7
8 19 3
18 16 28
13 15 14
15 19 16
9 17 10
9 0 26
12 11 1
2 0 17
13 16 30
4 8 5
10 8 5
14 18 13
4 12 28
7 19 10
13 9 9
14 10 19
10 15 10
10 9 22
8 2 29
17 6 9
14 8 20
18 3 18
10 7 22
9 6 24
0 11 15
8 6 17
16 16 2
7 18 13
19 6 16
19 4 14
7 18 23
8 8 28
16 10 5
19 11 3
2 12 25
6 0 3
13 9 9
6 8 27
9 7 13
6 18 19
9 18 19
1 6 9
0 14 9
14 14 23
19 16 15
15 15 15
17 0 26
7 6 5
3 15 24
17 13 23
8 3 1
8 16 7
9 17 22
19 3 28
1 2 4
15 17 1
2 6 21
17 13 28
1 8 25
17 6 29
19 6 14
19 6 10
17 15 7
10 15 23
17 16 7
13 12 15
3 6 1
14 3 27
3 17 5
19 14 23
9 13 9
2 4 26
4 13 13
2 4 18
4 1 17
1 6 9
7 10 15
19 16 30
5 11 7
0 2 13
12 12 18
3 6 22
0 10 8
12 13 12
0 17 15
8 10 22
8 17 24
14 17 12
3 14 5
2 14 27
14 19 9
4 2 16
17 2 18
4 14 1
15 6 1
0 14 1
3 2 1
8 16 30
9 12 24
5 14 19
11 0 28
2 4 30
19 2 4
6 6 8
7 14 7
9 6 1
9 9 6
11 17 4
10 18 26
4 3 10
4 6 13
3 8 7
12 7 21
7 6 18
4 13 22
12 14 18
15 15 19
0 7 18
13 17 18
19 13 23
10 17 29
2 0 8
11 4 17
1 11 23
18 8 18
1 0 2
10 7 20
0 7 27
19 13 14
16 4 20
8 14 17
19 9 18
18 0 12
4 13 26
9 4 14
18 5 26
2 8 4
1 8 3
7 0 6
2 16 22
11 17 9
18 16 8
17 14 10
0 10 13
7 11 27
2 10 5
18 12 23
13 13 23
